country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Italy,2000,ITA,57272200.0,1863751565312.0,15.862,0.277,469.597,4.091,0.879,434.899,-0.192,-0.044,7.594,0.233,0.207,8.199,0.252,0.224,56.032,0.978,573.351,10.011,0.308,693.307,16338.188,16813.787,3580.49,42.357,2391.423,749.275,9577.098,53.515,36851.285,1.126,3.262,0.057,134.813,2.354,9.082,9.376,-34.698,-0.606,63.088,1.102,26.068,0.455,254.695,4.447,0.086,4.932,2099.285,2.191,1.841,1.412,0.609,3.756,1.56,0.959,0.681,0.375,1.962,0.105,2.619,1.321,0.94,2.838,-0.655,2.48,2.28,0.926,0.002,0.008,0.011,0.001,537.012,520.157,103.754,22.094
Italy,2001,ITA,57305758.0,1910271901696.0,16.394,0.286,469.678,0.081,0.017,429.323,-5.577,-1.282,7.492,0.225,0.205,8.196,0.246,0.224,59.024,1.03,562.462,9.815,0.294,709.701,16807.867,17243.109,3639.514,45.427,2526.531,708.921,9827.991,58.702,36802.125,1.098,3.071,0.054,135.107,2.358,9.069,9.226,-40.355,-0.704,59.551,1.039,24.99,0.436,250.894,4.378,0.09,5.186,2097.537,2.165,1.827,1.409,0.638,3.693,1.567,0.967,0.68,0.391,1.995,0.099,2.613,1.377,0.915,2.818,-0.847,2.424,2.431,0.93,0.002,0.008,0.011,0.001,528.677,519.704,92.784,19.755
Italy,2002,ITA,57420635.0,1929301852160.0,16.289,0.284,477.105,7.428,1.581,429.55,0.227,0.053,7.481,0.223,0.206,8.309,0.247,0.229,60.016,1.045,575.927,10.03,0.299,725.99,17284.973,17672.658,3699.53,48.27,2662.395,661.365,10084.769,64.018,36481.184,1.08,2.843,0.05,135.865,2.366,9.172,9.294,-47.555,-0.828,60.425,1.052,25.947,0.452,256.777,4.472,0.093,5.316,2083.352,2.074,1.816,1.368,0.62,3.629,1.573,0.974,0.679,0.404,2.023,0.092,2.61,1.429,0.876,2.752,-0.927,2.485,2.458,0.934,0.002,0.008,0.011,0.001,533.687,526.657,98.821,20.713
Italy,2003,ITA,57739696.0,1947667660800.0,16.938,0.293,495.092,17.987,3.77,452.763,23.213,5.404,7.841,0.232,0.211,8.575,0.254,0.23,65.126,1.128,591.449,10.243,0.304,742.928,17780.064,18125.422,3764.656,51.654,2811.419,619.036,10339.846,69.56,37436.27,1.104,3.384,0.059,149.024,2.581,9.425,9.57,-42.329,-0.733,58.991,1.022,25.899,0.449,255.078,4.418,0.096,5.542,2149.784,1.961,1.789,1.342,0.619,3.56,1.578,0.981,0.678,0.42,2.056,0.085,2.604,1.48,0.982,2.912,-0.697,2.406,2.507,0.937,0.002,0.008,0.011,0.001,552.596,544.219,96.357,19.462
Italy,2004,ITA,58176735.0,1994293772288.0,17.408,0.299,500.686,5.593,1.13,456.137,3.374,0.745,7.841,0.229,0.208,8.606,0.251,0.228,72.217,1.241,608.346,10.457,0.305,760.336,18280.748,18581.559,3836.873,54.3,2966.081,574.487,10587.767,75.393,37979.512,1.102,2.646,0.045,154.662,2.658,9.4,9.525,-44.548,-0.766,56.611,0.973,25.862,0.445,247.92,4.261,0.1,5.833,2197.52,1.929,1.749,1.34,0.664,3.493,1.582,0.987,0.678,0.43,2.089,0.079,2.595,1.528,0.772,2.927,-0.824,2.254,2.519,0.94,0.002,0.008,0.012,0.001,554.147,546.843,107.66,21.503
Italy,2005,ITA,58519697.0,2029243465728.0,17.403,0.297,501.364,0.678,0.136,450.257,-5.88,-1.289,7.694,0.222,0.205,8.567,0.247,0.228,71.265,1.218,617.944,10.56,0.305,777.739,18782.113,19031.818,3908.138,56.857,3131.741,523.381,10826.287,81.351,37805.059,1.084,2.557,0.044,165.66,2.831,9.355,9.42,-51.107,-0.873,56.217,0.961,24.926,0.426,238.521,4.076,0.102,5.958,2200.25,1.797,1.693,1.305,0.617,3.42,1.585,0.993,0.677,0.438,2.125,0.071,2.583,1.572,0.735,3.066,-1.045,2.148,2.459,0.941,0.002,0.009,0.012,0.001,551.274,547.463,116.58,23.253
Italy,2006,ITA,58754433.0,2086553649152.0,17.474,0.297,495.937,-5.427,-1.082,442.556,-7.701,-1.71,7.532,0.212,0.202,8.441,0.238,0.226,70.787,1.205,640.001,10.893,0.307,795.213,19278.051,19474.373,3978.925,59.448,3294.325,470.0,11062.849,87.29,37481.961,1.05,2.591,0.044,162.585,2.767,9.126,9.154,-53.381,-0.909,55.346,0.942,19.824,0.337,236.561,4.026,0.101,5.939,2190.067,1.655,1.619,1.231,0.581,3.342,1.586,0.997,0.675,0.446,2.154,0.063,2.571,1.608,0.746,2.926,-1.001,2.108,2.348,0.942,0.002,0.009,0.012,0.001,537.848,536.191,144.064,29.049
Italy,2007,ITA,59108723.0,2134371860480.0,17.914,0.303,489.653,-6.284,-1.267,463.473,20.918,4.727,7.841,0.217,0.216,8.284,0.229,0.228,70.675,1.196,626.867,10.605,0.294,813.127,19767.703,19937.848,4049.6,61.975,3457.838,443.82,11291.951,93.212,36549.078,1.007,2.526,0.043,163.512,2.766,8.96,9.194,-26.18,-0.443,55.31,0.936,19.608,0.332,229.103,3.876,0.1,5.922,2148.299,1.58,1.553,1.283,0.553,3.262,1.585,1.002,0.672,0.453,2.179,0.059,2.557,1.639,0.736,2.839,-0.57,2.036,2.281,0.943,0.002,0.009,0.012,0.001,543.441,529.595,137.214,28.023
Italy,2008,ITA,59561686.0,2129113251840.0,16.127,0.271,478.126,-11.527,-2.354,433.96,-29.514,-6.368,7.286,0.204,0.205,8.027,0.225,0.226,68.139,1.144,615.078,10.327,0.289,829.254,20245.83,20371.807,4117.739,64.571,3624.98,399.653,11510.649,98.636,35659.477,0.992,2.596,0.044,167.142,2.806,8.668,8.782,-44.167,-0.742,54.675,0.918,18.225,0.306,218.698,3.672,0.091,5.424,2111.905,1.404,1.491,1.174,0.516,3.18,1.583,1.005,0.669,0.461,2.202,0.053,2.542,1.658,0.776,2.82,-0.905,1.952,2.087,0.943,0.002,0.009,0.012,0.001,523.058,516.288,136.952,28.644
Italy,2009,ITA,59904016.0,2029023002624.0,13.341,0.223,424.061,-54.065,-11.308,394.497,-39.463,-9.094,6.585,0.194,0.2,7.079,0.209,0.215,52.388,0.875,564.817,9.429,0.278,842.595,20669.891,20766.303,4170.127,66.802,3779.014,370.089,11708.758,102.594,33102.941,0.972,2.232,0.037,154.034,2.571,7.699,7.881,-29.565,-0.494,54.126,0.904,16.711,0.279,198.109,3.307,0.066,3.958,1971.705,1.129,1.344,1.072,0.402,3.091,1.577,1.007,0.663,0.466,2.217,0.049,2.525,1.657,0.675,2.663,-0.561,1.808,1.622,0.941,0.002,0.009,0.013,0.001,472.107,461.229,140.756,33.192
Italy,2010,ITA,60164212.0,2080545964032.0,13.276,0.221,435.71,11.649,2.747,390.707,-3.79,-0.961,6.494,0.188,0.192,7.242,0.209,0.214,58.218,0.968,603.467,10.03,0.29,855.871,21105.6,21157.01,4228.345,69.179,3943.361,325.085,11902.14,106.706,34046.293,0.979,2.377,0.04,164.347,2.732,7.854,7.94,-45.004,-0.748,54.039,0.898,16.517,0.275,193.381,3.214,0.068,4.111,2036.733,1.051,1.306,1.006,0.417,3.001,1.57,1.007,0.658,0.471,2.232,0.043,2.505,1.657,0.697,2.639,-0.82,1.708,1.67,0.939,0.002,0.01,0.013,0.001,477.711,472.502,167.757,38.502
Italy,2011,ITA,60367882.0,2110883364864.0,12.583,0.208,423.894,-11.816,-2.712,389.357,-1.35,-0.345,6.45,0.184,0.195,7.022,0.201,0.212,65.439,1.084,581.58,9.634,0.276,868.454,21529.496,21546.367,4293.784,71.794,4096.361,290.548,12088.213,110.889,33284.145,0.946,2.615,0.043,153.0,2.534,7.585,7.748,-34.537,-0.572,50.664,0.839,16.345,0.271,186.073,3.082,0.069,4.183,1997.912,0.926,1.229,0.979,0.444,2.906,1.562,1.006,0.653,0.477,2.238,0.038,2.485,1.652,0.728,2.386,-0.654,1.638,1.521,0.935,0.002,0.01,0.013,0.001,467.721,457.901,157.686,37.199
Italy,2012,ITA,60531522.0,2047959891968.0,10.071,0.166,403.441,-20.453,-4.825,355.282,-34.075,-8.752,5.869,0.173,0.183,6.665,0.197,0.208,66.959,1.106,528.564,8.732,0.258,878.526,21932.938,21901.648,4360.743,74.322,4244.075,242.388,12260.637,114.634,32295.604,0.949,2.528,0.042,147.714,2.44,7.234,7.25,-48.16,-0.796,51.312,0.848,16.756,0.277,172.424,2.849,0.062,3.745,1943.877,0.722,1.153,0.874,0.449,2.809,1.551,1.004,0.648,0.482,2.238,0.031,2.462,1.64,0.67,2.255,-0.852,1.5,1.354,0.931,0.002,0.01,0.013,0.001,438.87,437.882,125.123,31.014
Italy,2013,ITA,60653865.0,2010255327232.0,8.877,0.146,369.475,-33.967,-8.419,322.057,-33.224,-9.352,5.31,0.16,0.173,6.092,0.184,0.199,57.782,0.953,491.288,8.1,0.244,887.403,22302.412,22223.707,4418.525,77.024,4381.776,194.971,12419.614,118.069,30816.119,0.925,2.702,0.045,137.701,2.27,6.646,6.699,-47.417,-0.782,50.018,0.825,16.607,0.274,158.978,2.621,0.057,3.435,1858.6,0.61,1.047,0.797,0.385,2.711,1.539,1.0,0.643,0.487,2.233,0.025,2.438,1.621,0.701,2.09,-0.927,1.373,1.166,0.926,0.002,0.01,0.013,0.001,406.346,403.086,121.813,32.969
Italy,2014,ITA,60664169.0,2010164101120.0,8.339,0.137,349.4,-20.074,-5.433,301.254,-20.804,-6.46,4.966,0.15,0.171,5.76,0.174,0.198,55.837,0.92,471.495,7.772,0.235,895.742,22651.812,22524.959,4474.362,79.525,4503.366,146.824,12577.37,121.448,29214.83,0.877,2.501,0.041,121.589,2.004,6.285,6.322,-48.147,-0.794,48.137,0.794,16.39,0.27,157.755,2.6,0.056,3.379,1762.32,0.555,0.986,0.738,0.372,2.617,1.526,0.995,0.637,0.491,2.22,0.019,2.414,1.6,0.647,1.834,-0.892,1.359,1.107,0.92,0.002,0.01,0.013,0.001,383.495,381.296,122.095,34.944
Italy,2015,ITA,60575314.0,2025809510400.0,8.196,0.135,361.254,11.854,3.393,318.135,16.881,5.604,5.252,0.157,0.175,5.964,0.178,0.199,53.063,0.876,453.768,7.491,0.224,903.938,23013.066,22843.094,4527.425,82.099,4636.122,103.704,12738.906,124.577,30129.141,0.896,2.574,0.042,132.756,2.192,6.474,6.569,-43.119,-0.712,47.319,0.781,16.488,0.272,161.536,2.667,0.052,3.128,1814.766,0.565,1.02,0.777,0.362,2.533,1.514,0.991,0.631,0.495,2.212,0.013,2.39,1.578,0.67,1.962,-0.78,1.365,1.03,0.914,0.002,0.01,0.013,0.001,397.89,392.187,92.514,25.609
Italy,2016,ITA,60478103.0,2052012376064.0,7.68,0.127,358.144,-3.11,-0.861,320.104,1.969,0.619,5.293,0.156,0.176,5.922,0.175,0.197,48.302,0.799,440.484,7.283,0.215,911.618,23371.211,23163.197,4575.727,84.288,4776.914,65.664,12895.043,127.621,30305.607,0.888,2.189,0.036,140.792,2.328,6.409,6.553,-38.04,-0.629,46.34,0.766,16.504,0.273,156.137,2.582,0.05,3.044,1821.932,0.515,1.011,0.804,0.337,2.452,1.503,0.988,0.625,0.497,2.206,0.008,2.366,1.558,0.585,2.025,-0.863,1.305,1.013,0.909,0.002,0.01,0.014,0.001,396.291,387.634,82.339,22.991
Italy,2017,ITA,60390317.0,2086237110272.0,7.711,0.128,352.679,-5.466,-1.526,308.626,-11.478,-3.586,5.111,0.148,0.167,5.84,0.169,0.191,41.798,0.692,445.416,7.376,0.214,919.33,23723.889,23471.824,4617.525,86.639,4925.672,21.612,13043.905,130.818,30716.617,0.883,2.351,0.039,148.758,2.463,6.347,6.495,-44.052,-0.729,47.565,0.788,16.308,0.27,148.862,2.465,0.053,3.198,1843.121,0.511,0.98,0.767,0.288,2.377,1.491,0.984,0.619,0.5,2.202,0.003,2.342,1.54,0.607,2.087,-1.041,1.225,1.056,0.904,0.002,0.011,0.014,0.001,392.25,383.289,92.738,26.295
Italy,2018,ITA,60277496.0,2105551749120.0,7.757,0.129,349.062,-3.616,-1.025,339.421,30.795,9.978,5.631,0.161,0.183,5.791,0.166,0.188,39.214,0.651,450.397,7.472,0.214,927.086,24072.951,23811.246,4656.739,88.934,5069.343,11.971,13196.757,134.091,30957.242,0.88,2.295,0.038,143.672,2.384,6.279,6.702,-9.641,-0.16,47.058,0.781,16.442,0.273,152.852,2.536,0.054,3.273,1853.64,0.499,0.95,0.837,0.266,2.304,1.479,0.982,0.612,0.501,2.193,0.001,2.318,1.524,0.564,1.923,-0.251,1.248,1.08,0.899,0.002,0.011,0.014,0.001,403.988,378.475,101.335,29.031
Italy,2019,ITA,60130136.0,2115725819904.0,7.912,0.132,339.634,-9.429,-2.701,311.544,-27.877,-8.213,5.181,0.147,0.171,5.648,0.161,0.187,30.483,0.507,434.686,7.229,0.205,934.998,24412.586,24122.789,4687.222,91.691,5216.113,-16.119,13345.344,137.218,30464.064,0.86,2.756,0.046,146.769,2.441,6.124,6.509,-28.09,-0.467,46.367,0.771,16.28,0.271,148.587,2.471,0.052,3.127,1819.556,0.487,0.915,0.762,0.207,2.234,1.466,0.978,0.604,0.504,2.184,-0.002,2.294,1.507,0.633,1.923,-0.742,1.197,1.025,0.893,0.002,0.011,0.014,0.001,391.391,368.212,95.053,27.987
Italy,2020,ITA,59912763.0,1925752029184.0,7.059,0.118,302.602,-37.031,-10.903,269.854,-41.69,-13.382,4.504,0.14,0.163,5.051,0.157,0.183,22.129,0.369,385.995,6.443,0.2,942.057,24715.188,24392.643,4709.352,93.803,5356.929,-48.868,13472.995,140.053,27763.803,0.858,2.112,0.035,140.816,2.35,5.501,5.862,-32.748,-0.547,45.322,0.756,15.782,0.263,127.651,2.131,0.047,2.834,1651.962,0.431,0.861,0.7,0.155,2.166,1.454,0.974,0.596,0.505,2.174,-0.006,2.273,1.49,0.527,1.862,-0.952,1.165,0.961,0.887,0.002,0.011,0.014,0.001,351.234,329.553,83.393,27.558
Italy,2021,ITA,59729354.0,2060299927552.0,7.919,0.133,335.978,33.375,11.029,304.457,34.603,12.823,5.097,0.148,0.172,5.625,0.163,0.19,24.566,0.411,433.42,7.256,0.21,949.976,25051.164,24697.1,4733.917,95.619,5508.292,-80.388,13620.034,143.327,29854.949,0.858,1.816,0.03,151.364,2.534,6.072,6.442,-31.52,-0.528,44.447,0.744,15.922,0.267,147.039,2.462,0.055,3.275,1768.617,0.467,0.908,0.751,0.162,2.102,1.442,0.97,0.588,0.504,2.166,-0.01,2.254,1.477,0.448,1.91,-0.887,1.275,1.086,0.882,0.002,0.011,0.014,0.001,384.792,362.669,97.442,29.003
Italy,2022,ITA,59619106.0,2136009342976.0,7.919,0.133,340.672,4.694,1.397,310.175,5.718,1.878,5.203,0.145,0.181,5.714,0.159,0.198,31.376,0.526,440.629,7.391,0.206,957.895,25391.838,25007.275,4765.293,98.168,5645.893,-110.885,13777.982,146.605,29104.418,0.804,2.549,0.043,137.601,2.308,6.151,6.533,-30.497,-0.512,43.966,0.737,15.947,0.267,157.949,2.649,0.055,3.278,1718.251,0.495,0.913,0.76,0.207,2.047,1.431,0.967,0.581,0.506,2.153,-0.014,2.236,1.466,0.633,1.743,-0.861,1.326,1.087,0.876,0.002,0.011,0.014,0.001,389.478,366.731,99.957,29.341
Italy,2023,ITA,59499452.0,,7.919,0.133,313.461,-27.212,-7.988,283.951,-26.225,-8.455,4.772,,0.172,5.268,,0.19,21.872,0.368,,,,965.814,25705.299,25291.227,4787.166,100.718,5767.836,-140.395,13933.883,149.883,28051.859,,2.549,0.043,121.943,2.049,5.688,6.084,-29.51,-0.496,43.001,0.723,15.67,0.263,155.899,2.62,0.055,3.278,1651.434,0.505,0.829,0.686,0.142,1.997,1.418,0.963,0.573,0.509,2.136,-0.017,2.218,1.455,0.62,1.544,-0.814,1.277,1.089,0.87,0.002,0.012,0.015,0.001,361.999,338.42,,
